CMWD11CD,CMWD11NM,CMWD11NMW,FID
E36001111,Sherburn,,912
E36001112,Shildon East,,913
E36001113,Shildon West,,914
E36001114,Shotton,,915
E36001115,Spennymoor and Middlestone,,916
E36001116,Stanley,,917
E36001117,Tanfield,,918
E36001118,Thornley,,919
E36001119,Trimdon,,920
E36001120,Tudhoe,,921
E36001121,Weardale,,922
E36001122,West Auckland,,923
E36001123,Willington,,924
E36001124,Wingate,,925
E36001125,Woodhouse Close,,926
E36001126,Alnwick,,927
E36001127,Amble,,928
E36001128,Amble West with Warkworth,,929
E36001129,Ashington Central,,930
E36001130,Bamburgh,,931
E36001131,Bedlington Central,,932
E36001132,Bedlington East,,933
E36001133,Bedlington West,,934
E36001134,Bellingham,,935
E36001135,Berwick East,,936
E36001136,Berwick North,,937
E36001137,Berwick West with Ord,,938
E36001138,Bothal,,939
E36001139,Bywell,,940
E36001140,Chevington with Longhorseley,,941
E36001141,Choppington,,942
E36001142,College,,943
E36001143,Corbridge,,944
E36001144,Cowpen,,945
E36001145,Cramlington East,,946
E36001146,Cramlington Eastfield,,947
E36001147,Cramlington North,,948
E36001148,Cramlington South East,,949
E36001149,Cramlington Village,,950
E36001150,Cramlington West,,951
E36001002,Hilsea,,952
E36001003,Milton,,953
E36001004,Nelson,,954
E36001005,Paulsgrove,,955
E36001006,St Jude,,956
E36001007,St Thomas,,957
E36001008,Bargate,,958
E36001009,Bassett,,959
E36001010,Bevois,,960
E36001011,Bitterne,,961
E36001012,Bitterne Park,,962
E36001013,Coxford,,963
E36001014,Freemantle,,964
E36001015,Harefield,,965
E36001016,Millbrook,,966
E36001017,Peartree,,967
E36001018,Portswood,,968
E36001019,Redbridge,,969
E36001020,Shirley,,970
E36001021,Sholing,,971
E36001022,Swaythling,,972
E36001023,Woolston,,973
E36001024,Arreton and Newchurch,,974
E36001025,Binstead and Fishbourne,,975
E36001026,"Brading, St Helens and Bembridge",,976
E36001027,Carisbrooke,,977
E36001028,Central Wight,,978
E36001029,"Chale, Niton and Whitwell",,979
E36001030,Cowes Medina,,980
E36001031,Cowes North,,981
E36001032,Cowes South and Northwood,,982
E36001033,Cowes West and Gurnard,,983
E36001034,East Cowes,,984
E36001035,Freshwater North,,985
E36001036,Freshwater South,,986
E36001037,Godshill and Wroxall,,987
E36001038,"Havenstreet, Ashey and Haylands",,988
E36001039,Lake North,,989
E36001040,Lake South,,990
E36001041,Nettlestone and Seaview,,991
E36001042,Newport Central,,992
E36001043,Newport East,,993
E36001044,Newport North,,994
E36001045,Newport South,,995
E36001046,Newport West,,996
E36001047,Parkhurst,,997
E36001048,Ryde East,,998
E36001049,Ryde North East,,999
E36001050,Ryde North West,,1000
E36000951,Bradwell,,1001
E36000952,Campbell Park,,1002
E36000953,Danesborough,,1003
E36000954,Denbigh,,1004
E36000955,Eaton Manor,,1005
E36000956,Emerson Valley,,1006
E36000957,Furzton,,1007
E36000958,Hanslope Park,,1008
E36000959,Linford North,,1009
E36000960,Linford South,,1010
E36000961,Loughton Park,,1011
E36000962,Middleton,,1012
E36000963,Newport Pagnell North,,1013
E36000964,Newport Pagnell South,,1014
E36000965,Olney,,1015
E36000966,Sherington,,1016
E36000967,Stantonbury,,1017
E36000968,Stony Stratford,,1018
E36000969,Walton Park,,1019
E36000970,Whaddon,,1020
E36000971,Wolverton,,1021
E36000972,Woughton,,1022
E36000973,Brunswick and Adelaide,,1023
E36000974,Central Hove,,1024
E36000975,East Brighton,,1025
E36000976,Goldsmid,,1026
E36000977,Hangleton and Knoll,,1027
E36000978,Hanover and Elm Grove,,1028
E36000979,Hollingdean and Stanmer,,1029
E36000980,Hove Park,,1030
E36000981,Moulsecoomb and Bevendean,,1031
E36000982,North Portslade,,1032
E36000983,Patcham,,1033
E36000984,Preston Park,,1034
E36000985,Queen's Park,,1035
E36000986,Regency,,1036
E36000987,Rottingdean Coastal,,1037
E36000988,South Portslade,,1038
E36000989,St. Peter's and North Laine,,1039
E36000990,Westbourne,,1040
E36000991,Wish,,1041
E36000992,Withdean,,1042
E36000993,Woodingdean,,1043
E36000994,Baffins,,1044
E36000995,Central Southsea,,1045
E36000996,Charles Dickens,,1046
E36000997,Copnor,,1047
E36000998,Cosham,,1048
E36000999,Drayton and Farlington,,1049
E36001000,Eastney and Craneswater,,1050
E36001151,Croft,,1051
E36001152,Haltwhistle,,1052
E36001153,Hartley,,1053
E36001154,Haydon,,1054
E36001155,Haydon and Hadrian,,1055
E36001156,Hexham Central with Acomb,,1056
E36001157,Hexham East,,1057
E36001158,Hexham West,,1058
E36001159,Hirst,,1059
E36001160,Holywell,,1060
E36001161,Humshaugh,,1061
E36001162,Isabella,,1062
E36001163,Kitty Brewster,,1063
E36001164,Lesbury,,1064
E36001165,Longhoughton,,1065
E36001166,Lynemouth,,1066
E36001167,Morpeth Kirkhill,,1067
E36001168,Morpeth North,,1068
E36001169,Morpeth Stobhill,,1069
E36001170,Newbiggin Central and East,,1070
E36001171,Newsham,,1071
E36001172,Norham and Islandshires,,1072
E36001173,Pegswood,,1073
E36001174,Plessey,,1074
E36001175,Ponteland East,,1075
E36001176,Ponteland North,,1076
E36001177,Ponteland South with Heddon,,1077
E36001178,Ponteland West,,1078
E36001179,Prudhoe East,,1079
E36001180,Prudhoe West,,1080
E36001181,Rothbury,,1081
E36001182,Seaton with Newbiggin West,,1082
E36001183,Seghill with Seaton Delaval,,1083
E36001184,Shilbottle,,1084
E36001185,Sleekburn,,1085
E36001186,South Blyth,,1086
E36001187,South Tynedale,,1087
E36001188,Stakeford,,1088
E36001189,Stocksfield and Broomhaugh,,1089
E36001190,Ulgham,,1090
E36001191,Wensleydale,,1091
E36001192,Wooler,,1092
E36001193,Alderley Edge,,1093
E36001194,Alsager,,1094
E36001195,Audlem,,1095
E36001196,Bollington,,1096
E36001197,Brereton Rural,,1097
E36001198,Broken Cross and Upton,,1098
E36001199,Bunbury,,1099
E36001200,Chelford,,1100
E36000851,Compton,,1101
E36000801,West Thurrock and South Stifford,,1102
E36000802,Chatham Central,,1103
E36000803,Cuxton and Halling,,1104
E36000804,Gillingham North,,1105
E36000805,Gillingham South,,1106
E36000806,Hempstead and Wigmore,,1107
E36000807,Lordswood and Capstone,,1108
E36000808,Luton and Wayfield,,1109
E36000809,Peninsula,,1110
E36000810,Princes Park,,1111
E36000811,Rainham Central,,1112
E36000812,Rainham North,,1113
E36000813,Rainham South,,1114
E36000814,River,,1115
E36000815,Rochester East,,1116
E36000816,Rochester South and Horsted,,1117
E36000817,Rochester West,,1118
E36000818,Strood North,,1119
E36000819,Strood Rural,,1120
E36000820,Strood South,,1121
E36000821,Twydall,,1122
E36000822,Walderslade,,1123
E36000823,Watling,,1124
E36000824,Ascot,,1125
E36000825,Binfield with Warfield,,1126
E36000826,Bullbrook,,1127
E36000827,Central Sandhurst,,1128
E36000828,College Town,,1129
E36000829,Crown Wood,,1130
E36000830,Crowthorne,,1131
E36000831,Great Hollands North,,1132
E36000832,Great Hollands South,,1133
E36000833,Hanworth,,1134
E36000834,Harmans Water,,1135
E36000835,Little Sandhurst and Wellington,,1136
E36000836,Old Bracknell,,1137
E36000837,Owlsmoor,,1138
E36000838,Priestwood and Garth,,1139
E36000839,Warfield Harvest Ride,,1140
E36000840,Wildridings and Central,,1141
E36000841,Winkfield and Cranbourne,,1142
E36000842,Aldermaston,,1143
E36000843,Basildon,,1144
E36000844,Birch Copse,,1145
E36000845,Bucklebury,,1146
E36000846,Burghfield,,1147
E36000847,Calcot,,1148
E36000848,Chieveley,,1149
E36000849,Clay Hill,,1150
E36000850,Cold Ash,,1151
E36000852,Downlands,,1152
E36000853,Falkland,,1153
E36000854,Greenham,,1154
E36000855,Hungerford,,1155
E36000856,Kintbury,,1156
E36000857,Lambourn Valley,,1157
E36000858,Mortimer,,1158
E36000859,Northcroft,,1159
E36000860,Pangbourne,,1160
E36000861,Purley on Thames,,1161
E36000862,Speen,,1162
E36000863,St Johns,,1163
E36000864,Sulhamstead,,1164
E36000865,Thatcham Central,,1165
E36000866,Thatcham North,,1166
E36000867,Thatcham South and Crookham,,1167
E36000868,Thatcham West,,1168
E36000869,Theale,,1169
E36000870,Victoria,,1170
E36000871,Westwood,,1171
E36000872,Abbey,,1172
E36000873,Battle,,1173
E36000874,Caversham,,1174
E36000875,Church,,1175
E36000876,Katesgrove,,1176
E36000877,Kentwood,,1177
E36000878,Mapledurham,,1178
E36000879,Minster,,1179
E36000880,Norcot,,1180
E36000881,Park,,1181
E36000882,Peppard,,1182
E36000883,Redlands,,1183
E36000884,Southcote,,1184
E36000885,Thames,,1185
E36000886,Tilehurst,,1186
E36000887,Whitley,,1187
E36000888,Baylis and Stoke,,1188
E36000889,Britwell,,1189
E36000890,Central,,1190
E36000891,Chalvey,,1191
E36000892,Cippenham Green,,1192
E36000893,Cippenham Meadows,,1193
E36000894,Colnbrook with Poyle,,1194
E36000895,Farnham,,1195
E36000896,Foxborough,,1196
E36000897,Haymill,,1197
E36000898,Kedermister,,1198
E36000899,Langley St Mary's,,1199
E36000900,Upton,,1200
E36001501,Chippenham Monkton,,1201
E36001502,Chippenham Pewsham,,1202
E36001503,Chippenham Queens and Sheldon,,1203
E36001504,Corsham Pickwick,,1204
E36001505,Corsham Town,,1205
E36001506,Corsham Without and Box Hill,,1206
E36001507,Cricklade and Latton,,1207
E36001508,Devizes and Roundway South,,1208
E36001509,Devizes East,,1209
E36001510,Devizes North,,1210
E36001511,Downton and Ebble Valley,,1211
E36001512,Durrington and Larkhill,,1212
E36001513,Ethandune,,1213
E36001514,Fovant and Chalke Valley,,1214
E36001515,Hilperton,,1215
E36001516,Holt and Staverton,,1216
E36001517,Kington,,1217
E36001518,"Laverstock, Ford and Old Sarum",,1218
E36001519,Ludgershall and Perham Down,,1219
E36001520,Lyneham,,1220
E36001521,Malmesbury,,1221
E36001522,Marlborough East,,1222
E36001523,Marlborough West,,1223
E36001524,Melksham Central,,1224
E36001525,Melksham North,,1225
E36001526,Melksham South,,1226
E36001527,Melksham Without North,,1227
E36001528,Melksham Without South,,1228
E36001529,Mere,,1229
E36001530,Minety,,1230
E36001531,Nadder and East Knoyle,,1231
E36001532,Pewsey,,1232
E36001533,Pewsey Vale,,1233
E36001534,Purton,,1234
E36001535,Redlynch and Landford,,1235
E36001536,Roundway,,1236
E36001537,Salisbury Bemerton,,1237
E36001538,Salisbury Fisherton and Bemerton Village,,1238
E36001539,Salisbury Harnham,,1239
E36001540,Salisbury St Edmund and Milford,,1240
E36001541,Salisbury St Francis and Stratford,,1241
E36001542,Salisbury St Mark's and Bishopdown,,1242
E36001543,Salisbury St Martin's and Cathedral,,1243
E36001544,Salisbury St Paul's,,1244
E36001545,Sherston,,1245
E36001546,Southwick,,1246
E36001547,Summerham and Seend,,1247
E36001548,The Collingbournes and Netheravon,,1248
E36001549,The Lavingtons and Erlestoke,,1249
E36001550,Tidworth,,1250
E36001351,Whitchurch South,,1251
E36001352,Whittington,,1252
E36001353,Worfield,,1253
E36001354,Altarnun,,1254
E36001355,Bodmin Central,,1255
E36001356,Bodmin East,,1256
E36001357,Bodmin West,,1257
E36001358,Breage,,1258
E36001359,Bude North and Stratton,,1259
E36001360,Bude South,,1260
E36001361,Bugle,,1261
E36001362,Callington,,1262
E36001363,Camborne Central,,1263
E36001364,Camborne North,,1264
E36001365,Camborne South,,1265
E36001366,Camborne West,,1266
E36001367,Camelford,,1267
E36001368,Carn Brea North,,1268
E36001369,Carn Brea South,,1269
E36001370,Chacewater and Kenwyn,,1270
E36001371,Colan and Mawgan,,1271
E36001372,Constantine,,1272
E36001373,Falmouth Arwenack,,1273
E36001374,Falmouth Boslowick,,1274
E36001375,Falmouth Gyllyngvase,,1275
E36001376,Falmouth Penwerris,,1276
E36001377,Falmouth Trescobeas,,1277
E36001378,Feock and Kea,,1278
E36001379,Flexbury and Poughill,,1279
E36001380,Fowey,,1280
E36001381,Gulval and Heamoor,,1281
E36001382,Gunnislake,,1282
E36001383,Gwinear-Gwithian and St Erth,,1283
E36001384,Hayle North,,1284
E36001385,Hayle South,,1285
E36001386,Helston Central,,1286
E36001387,Helston North,,1287
E36001388,Illogan,,1288
E36001389,Kelly Bray,,1289
E36001390,"Ladock, St Clement and St Erme",,1290
E36001391,Lanivet,,1291
E36001392,Launceston Central,,1292
E36001393,Launceston North,,1293
E36001394,Launceston South,,1294
E36001395,Lelant and Carbis Bay,,1295
E36001396,Liskeard Central,,1296
E36001397,Liskeard North,,1297
E36001398,Liskeard South and Dobwalls,,1298
E36001399,Looe East,,1299
E36001400,Looe West and Lansallos,,1300
E36001551,Till and Wylye Valley,,1301
E36001301,Bridgnorth West and Tasley,,1302
E36001201,Congleton East,,1303
E36001401,Lostwithiel,,1304
E36001402,Ludgvan,,1305
E36001403,Mabe,,1306
E36001404,Marazion,,1307
E36001405,Menheniot,,1308
E36001406,Mevagissey,,1309
E36001407,Mount Charles,,1310
E36001408,Mount Hawke and Portreath,,1311
E36001409,Mullion,,1312
E36001410,Newlyn and Goonhavern,,1313
E36001411,Newlyn and Mousehole,,1314
E36001412,Newquay Central,,1315
E36001413,Newquay Pentire,,1316
E36001414,Newquay Treloggan,,1317
E36001415,Newquay Tretherras,,1318
E36001416,Newquay Treviglas,,1319
E36001417,Padstow,,1320
E36001418,Pelynt,,1321
E36001419,Penryn East and Mylor,,1322
E36001420,Penryn West,,1323
E36001421,Penwithick,,1324
E36001422,Penzance Central,,1325
E36001423,Penzance East,,1326
E36001302,Broseley,,1327
E36001451,St Enoder,,1328
E36001251,Ellesmere Port Town,,1329
E36001424,Penzance Promenade,,1330
E36001552,Tisbury,,1331
E36001303,Brown Clee,,1332
E36001452,St Germans,,1333
E36001202,Congleton West,,1334
E36001252,Elton,,1335
E36001425,Perranporth,,1336
E36001553,Trowbridge Adcroft,,1337
E36001304,Burnell,,1338
E36001453,St Issey,,1339
E36001203,Crewe Central,,1340
E36001253,Farndon,,1341
E36001426,Porthleven and Helston South,,1342
E36001554,Trowbridge Central,,1343
E36001305,Castlefields and Ditherington,,1344
E36001454,St Ive,,1345
E36001204,Crewe East,,1346
E36001254,Frodsham,,1347
E36001427,Poundstock,,1348
E36001555,Trowbridge Drynham,,1349
E36001306,Cheswardine,,1350
E36001455,St Ives North,,1351
E36001205,Crewe North,,1352
E36001255,Garden Quarter,,1353
E36001428,Probus,,1354
E36001556,Trowbridge Grove,,1355
E36001307,Chirbury and Worthen,,1356
E36001456,St Ives South,,1357
E36001206,Crewe South,,1358
E36001256,Gowy,,1359
E36001429,Rame,,1360
E36001557,Trowbridge Lambrok,,1361
E36001308,Church Stretton and Craven Arms,,1362
E36001457,St Just in Penwith,,1363
E36001207,Crewe St Barnabas,,1364
E36001257,Grange,,1365
E36001430,Redruth Central,,1366
E36001558,Trowbridge Park,,1367
E36001309,Clee,,1368
E36001458,St Keverne and Meneage,,1369
E36001208,Crewe West,,1370
E36001258,Great Boughton,,1371
E36001431,Redruth North,,1372
E36001559,Trowbridge Paxcroft,,1373
E36001310,Cleobury Mortimer,,1374
E36001459,St Mewan,,1375
E36001209,Dane Valley,,1376
E36001259,Handbridge Park,,1377
E36001432,Redruth South,,1378
E36001433,Roche,,1379
E36001434,Roseland,,1380
E36001435,Saltash Burraton,,1381
E36001436,Saltash Essa,,1382
E36001437,Saltash Pill,,1383
E36001438,Saltash St Stephens,,1384
E36001439,St Agnes,,1385
E36001440,St Austell Bay,,1386
E36001441,St Austell Bethel,,1387
E36001442,St Austell Gover,,1388
E36001443,St Austell Poltair,,1389
E36001444,St Blaise,,1390
E36001445,St Buryan,,1391
E36001446,St Cleer,,1392
E36001447,St Columb,,1393
E36001448,St Day and Lanner,,1394
E36001449,St Dennis,,1395
E36001450,St Endellion,,1396
E36001260,Hartford and Greenbank,,1397
E36001261,Helsby,,1398
E36001262,Hoole,,1399
E36001263,Kingsley,,1400
E36001264,Lache,,1401
E36001265,Ledsham and Manor,,1402
E36001266,Little Neston and Burton,,1403
E36001267,Malpas,,1404
E36001268,Marbury,,1405
E36001269,Neston,,1406
E36001270,Netherpool,,1407
E36001271,Newton,,1408
E36001272,Parkgate,,1409
E36001273,Rossmore,,1410
E36001274,Saughall and Mollington,,1411
E36001275,Shakerley,,1412
E36001276,St Paul's,,1413
E36001277,Strawberry,,1414
E36001278,Sutton,,1415
E36001279,Tarporley,,1416
E36001280,Tarvin and Kelsall,,1417
E36001311,Clun,,1418
E36001281,Tattenhall,,1419
E36001210,Disley,,1420
E36001460,St Stephen,,1421
E36001312,Copthorne,,1422
E36001282,Upton,,1423
E36001560,Urchfont and The Cannings,,1424
E36001211,Gawsworth,,1425
E36001461,St Teath,,1426
E36001313,Corvedale,,1427
E36001283,Weaver and Cuddington,,1428
E36001561,Warminster Broadway,,1429
E36001212,Handforth,,1430
E36001462,Stithians,,1431
E36001314,Ellesmere Urban,,1432
E36001284,Whitby,,1433
E36001562,Warminster Copheap and Wylye,,1434
E36001213,Haslington,,1435
E36001463,Stokeclimsland,,1436
E36001315,"Gobowen, Selattyn and Weston Rhyn",,1437
E36001285,Willaston and Thornton,,1438
E36001563,Warminster East,,1439
E36001214,High Legh,,1440
E36001464,Threemilestone and Gloweth,,1441
E36001316,Harlescott,,1442
E36001286,Winnington and Castle,,1443
E36001564,Warminster West,,1444
E36001215,Knutsford,,1445
E36001465,Tintagel,,1446
E36001317,Highley,,1447
E36001287,Winsford Over and Verdin,,1448
E36001565,Warminster Without,,1449
E36001216,Leighton,,1450
E36001466,Torpoint East,,1451
E36001318,Hodnet,,1452
E36001288,Winsford Swanlow and Dene,,1453
E36001566,West Selkley,,1454
E36001217,Macclesfield Central,,1455
E36001467,Torpoint West,,1456
E36001319,Llanymynech,,1457
E36001289,Winsford Wharton,,1458
E36001567,Westbury East,,1459
E36001218,Macclesfield East,,1460
E36001468,Troon and Beacon,,1461
E36001320,Longden,,1462
E36001290,Witton and Rudheath,,1463
E36001568,Westbury North,,1464
E36001219,Macclesfield Hurdsfield,,1465
E36001469,Truro Boscawen,,1466
E36001321,Loton,,1467
E36001291,Abbey,,1468
E36001569,Westbury West,,1469
E36001220,Macclesfield South,,1470
E36001470,Truro Moresk,,1471
E36001322,Ludlow East,,1472
E36001292,Albrighton,,1473
E36001570,Wilton and Lower Wylye Valley,,1474
E36001221,Macclesfield Tytherington,,1475
E36001471,Truro Tregolls,,1476
E36001323,Ludlow North,,1477
E36001293,Alveley and Claverley,,1478
E36001571,Winsley and Westwood,,1479
E36001222,Macclesfield West and Ivy,,1480
E36001472,Truro Trehaverne,,1481
E36001324,Ludlow South,,1482
E36001325,Market Drayton East,,1483
E36001326,Market Drayton West,,1484
E36001327,Meole,,1485
E36001328,Monkmoor,,1486
E36001329,Much Wenlock,,1487
E36001330,Oswestry East,,1488
E36001331,Oswestry South,,1489
E36001332,Oswestry West,,1490
E36001333,Porthill,,1491
E36001334,Prees,,1492
E36001335,Quarry and Coton Hill,,1493
E36001336,Radbrook,,1494
E36001337,Rea Valley,,1495
E36001338,Ruyton and Baschurch,,1496
E36001339,Severn Valley,,1497
E36001340,Shawbury,,1498
E36001341,Shifnal North,,1499
E36001342,Shifnal South and Cosford,,1500
E36001343,St Martin's,,1501
E36001344,St Oswald,,1502
E36001345,Sundorne,,1503
E36001346,Tern,,1504
E36001347,The Meres,,1505
E36001348,Underdale,,1506
E36001349,Wem,,1507
E36001350,Whitchurch North,,1508
E36001572,Winterslow,,1509
E36001573,Wootton Bassett East,,1510
E36001574,Wootton Bassett North,,1511
E36001575,Wootton Bassett South,,1512
E36001576,Brickhill,,1513
E36001577,Bromham and Biddenham,,1514
E36001578,Castle,,1515
E36001579,Cauldwell,,1516
E36001580,Clapham,,1517
E36001581,De Parys,,1518
E36001582,Eastcotts,,1519
E36001583,Elstow,,1520
E36001584,Goldington,,1521
E36001585,Great Barford,,1522
E36001586,Harpur,,1523
E36001587,Harrold,,1524
E36001588,Kempston Central and East,,1525
E36001589,Kempston North,,1526
E36001590,Kempston Rural,,1527
E36001591,Kempston South,,1528
E36001592,Kempston West,,1529
E36001593,Kingsbrook,,1530
E36001594,Newnham,,1531
E36001595,Oakley,,1532
E36001596,Putnoe,,1533
E36001597,Queens Park,,1534
E36001598,Riseley,,1535
E36001599,Sharnbrook,,1536
E36001600,Wilshamstead,,1537
E36001473,Tywardreath,,1538
E36001474,Wadebridge East,,1539
E36001475,Wadebridge West,,1540
E36001476,Wendron,,1541
E36001477,"Bryher,St. Agnes,St. Martin's,St. Mary's,Tresco",,1542
E36001478,Aldbourne and Ramsbury,,1543
E36001479,Alderbury and Whiteparish,,1544
E36001480,Amesbury East,,1545
E36001481,Amesbury West,,1546
E36001482,Bourne and Woodford Valley,,1547
